state,year,month,collection_centres,estimated_generation,estimated_collected,collection_percentage,recycling_efficiency_score,growth_rate,demand_level,priority_level
Daman and Diu,2024,10,17,1005.38,270.35,26.89,26.89,-21.77,Medium,Low
Daman and Diu,2017,11,17,202.56,20.56,10.15,10.15,0.0,Low,High
Daman and Diu,2018,11,17,522.27,112.86,21.61,21.61,157.83,Low,High
Daman and Diu,2019,11,17,882.26,189.36,21.46,21.46,68.93,Medium,High
Daman and Diu,2020,11,17,848.77,233.12,27.47,27.47,-3.8,Medium,Low
Daman and Diu,2021,11,17,208.03,53.91,25.91,25.91,-75.49,Low,Medium
Daman and Diu,2022,11,17,1060.11,278.89,26.31,26.31,409.59,Medium,Medium
Daman and Diu,2023,11,17,2095.29,543.9,25.96,25.96,97.65,Medium,Medium
Daman and Diu,2024,11,17,1124.63,304.26,27.05,27.05,-46.33,Medium,Low
Daman and Diu,2017,12,17,164.94,16.75,10.16,10.16,0.0,Low,High
Daman and Diu,2018,12,17,1113.33,240.87,21.64,21.64,574.99,Medium,High
Daman and Diu,2019,12,17,731.21,170.66,23.34,23.34,-34.32,Medium,Medium
Daman and Diu,2020,12,17,645.83,168.16,26.04,26.04,-11.68,Low,Medium
Daman and Diu,2021,12,17,823.87,194.87,23.65,23.65,27.57,Medium,Medium
Daman and Diu,2022,12,17,1007.94,266.6,26.45,26.45,22.34,Medium,Medium
Daman and Diu,2023,12,17,967.92,263.16,27.19,27.19,-3.97,Medium,Low
Daman and Diu,2024,12,17,1126.69,305.89,27.15,27.15,16.4,Medium,Low
Delhi,2017,1,150,2087.31,198.84,9.53,9.53,0.0,Medium,High
Delhi,2018,1,150,10022.07,2160.12,21.55,21.55,380.14,High,High
Delhi,2019,1,150,2704.57,546.38,20.2,20.2,-73.01,Medium,High
Delhi,2020,1,150,4710.99,1209.77,25.68,25.68,74.19,High,Medium
Delhi,2021,1,150,3938.35,1112.11,28.24,28.24,-16.4,Medium,Low
Delhi,2022,1,150,5667.79,1449.73,25.58,25.58,43.91,High,Medium
Delhi,2023,1,150,2696.79,648.19,24.04,24.04,-52.42,Medium,Medium
Delhi,2024,1,150,7410.53,1862.09,25.13,25.13,174.79,High,Medium
Delhi,2017,2,150,6621.75,616.11,9.3,9.3,0.0,High,High
Delhi,2018,2,150,2854.81,603.06,21.12,21.12,-56.89,Medium,High
Delhi,2019,2,150,3480.77,814.64,23.4,23.4,21.93,Medium,Medium
Delhi,2020,2,150,6623.29,1711.53,25.84,25.84,90.28,High,Medium
Delhi,2021,2,150,12187.37,2960.65,24.29,24.29,84.01,High,Medium
Delhi,2022,2,150,9668.03,2542.19,26.29,26.29,-20.67,High,Medium
Delhi,2023,2,150,13824.71,3554.5,25.71,25.71,42.99,High,Medium
Delhi,2024,2,150,14846.42,4065.31,27.38,27.38,7.39,High,Low
Delhi,2017,3,150,2299.94,225.68,9.81,9.81,0.0,Medium,High
Delhi,2018,3,150,2461.21,502.76,20.43,20.43,7.01,Medium,High
Delhi,2019,3,150,1081.34,232.69,21.52,21.52,-56.06,Medium,High
Delhi,2020,3,150,12376.38,3429.03,27.71,27.71,1044.54,High,Low
Delhi,2021,3,150,2611.64,716.5,27.43,27.43,-78.9,Medium,Low
Delhi,2022,3,150,8189.23,2273.47,27.76,27.76,213.57,High,Low
Delhi,2023,3,150,10425.09,2717.25,26.06,26.06,27.3,High,Medium
Delhi,2024,3,150,11075.11,2997.25,27.06,27.06,6.24,High,Low
Delhi,2017,4,150,475.97,48.36,10.16,10.16,0.0,Low,High
Delhi,2018,4,150,7056.64,1525.58,21.62,21.62,1382.58,High,High
Delhi,2019,4,150,5381.24,1246.43,23.16,23.16,-23.74,High,Medium
Delhi,2020,4,150,4705.53,1283.73,27.28,27.28,-12.56,High,Low
Delhi,2021,4,150,1278.81,353.83,27.67,27.67,-72.82,Medium,Low
Delhi,2022,4,150,3765.38,1069.83,28.41,28.41,194.44,Medium,Low
Delhi,2023,4,150,15142.51,4086.98,26.99,26.99,302.15,High,Low
Delhi,2024,4,150,9569.95,2582.86,26.99,26.99,-36.8,High,Low
Delhi,2017,5,150,2534.73,264.09,10.42,10.42,0.0,Medium,High
Delhi,2018,5,150,718.02,165.2,23.01,23.01,-71.67,Medium,Medium
Delhi,2019,5,150,2362.33,474.52,20.09,20.09,229.01,Medium,High
Delhi,2020,5,150,3738.87,1067.85,28.56,28.56,58.27,Medium,Low
Delhi,2021,5,150,4214.87,1156.93,27.45,27.45,12.73,High,Low
Delhi,2022,5,150,2204.21,575.19,26.1,26.1,-47.7,Medium,Medium
Delhi,2023,5,150,8138.21,2122.24,26.08,26.08,269.21,High,Medium
Delhi,2024,5,150,5076.86,1358.81,26.76,26.76,-37.62,High,Low
Delhi,2017,6,150,2966.94,293.46,9.89,9.89,0.0,Medium,High
Delhi,2018,6,150,2292.72,479.24,20.9,20.9,-22.72,Medium,High
Delhi,2019,6,150,4250.29,989.3,23.28,23.28,85.38,High,Medium
Delhi,2020,6,150,8243.21,2172.55,26.36,26.36,93.94,High,Medium
Delhi,2021,6,150,5115.89,1352.26,26.43,26.43,-37.94,High,Medium
Delhi,2022,6,150,8292.14,2133.85,25.73,25.73,62.09,High,Medium
Delhi,2023,6,150,4953.67,1392.08,28.1,28.1,-40.26,High,Low
Delhi,2024,6,150,1648.59,386.88,23.47,23.47,-66.72,Medium,Medium
Delhi,2017,7,150,765.8,74.82,9.77,9.77,0.0,Medium,High
Delhi,2018,7,150,1996.39,436.49,21.86,21.86,160.69,Medium,Medium
Delhi,2019,7,150,12772.9,2673.66,20.93,20.93,539.8,High,High
Delhi,2020,7,150,1062.3,264.21,24.87,24.87,-91.68,Medium,Medium
Delhi,2021,7,150,10524.02,2644.38,25.13,25.13,890.68,High,Medium
Delhi,2022,7,150,10408.32,2747.13,26.39,26.39,-1.1,High,Medium
Delhi,2023,7,150,7461.83,2073.33,27.79,27.79,-28.31,High,Low
Delhi,2024,7,150,5049.65,1345.89,26.65,26.65,-32.33,High,Medium
Delhi,2017,8,150,1482.82,148.34,10.0,10.0,0.0,Medium,High
Delhi,2018,8,150,4341.18,856.93,19.74,19.74,192.77,High,High
Delhi,2019,8,150,2857.88,660.05,23.1,23.1,-34.17,Medium,Medium
Delhi,2020,8,150,4304.22,1208.16,28.07,28.07,50.61,High,Low
Delhi,2021,8,150,4539.66,1059.64,23.34,23.34,5.47,High,Medium
Delhi,2022,8,150,5980.49,1576.49,26.36,26.36,31.74,High,Medium
Delhi,2023,8,150,2648.22,654.68,24.72,24.72,-55.72,Medium,Medium
Delhi,2024,8,150,10775.64,2834.93,26.31,26.31,306.9,High,Medium
Delhi,2017,9,150,5880.02,559.43,9.51,9.51,0.0,High,High
Delhi,2018,9,150,575.46,115.64,20.09,20.1,-90.21,Low,High
Delhi,2019,9,150,5900.73,1315.72,22.3,22.3,925.39,High,Medium
Delhi,2020,9,150,8065.21,1908.39,23.66,23.66,36.68,High,Medium
Delhi,2021,9,150,19181.65,5101.53,26.6,26.6,137.83,High,Medium
Delhi,2022,9,150,9686.04,2697.47,27.85,27.85,-49.5,High,Low
Delhi,2023,9,150,1843.77,497.15,26.96,26.96,-80.96,Medium,Low
Delhi,2024,9,150,2817.89,662.67,23.52,23.52,52.83,Medium,Medium
Delhi,2017,10,150,3734.19,409.49,10.97,10.97,0.0,Medium,High
Delhi,2018,10,150,3982.62,860.35,21.6,21.6,6.65,Medium,High
Delhi,2019,10,150,3016.31,640.03,21.22,21.22,-24.26,Medium,High
Delhi,2020,10,150,3076.99,804.34,26.14,26.14,2.01,Medium,Medium
Delhi,2021,10,150,8011.76,2228.57,27.82,27.82,160.38,High,Low
Delhi,2022,10,150,9858.5,2439.56,24.75,24.75,23.05,High,Medium
Delhi,2023,10,150,3930.74,1111.49,28.28,28.28,-60.13,Medium,Low
Delhi,2024,10,150,13450.61,3389.55,25.2,25.2,242.19,High,Medium
Delhi,2017,11,150,3585.84,327.41,9.13,9.13,0.0,Medium,High
Delhi,2018,11,150,3277.9,743.11,22.67,22.67,-8.59,Medium,Medium
Delhi,2019,11,150,2008.19,438.35,21.83,21.83,-38.74,Medium,Medium
Delhi,2020,11,150,5049.31,1299.93,25.74,25.74,151.44,High,Medium
Delhi,2021,11,150,3718.54,1030.12,27.7,27.7,-26.36,Medium,Low
Delhi,2022,11,150,10886.43,2795.51,25.68,25.68,192.76,High,Medium
Delhi,2023,11,150,18203.01,4665.25,25.63,25.63,67.21,High,Medium
Delhi,2024,11,150,12132.2,3133.29,25.83,25.83,-33.35,High,Medium
Delhi,2017,12,150,5408.97,542.0,10.02,10.02,0.0,High,High
Delhi,2018,12,150,1618.36,347.62,21.48,21.48,-70.08,Medium,High
Delhi,2019,12,150,8401.45,1936.22,23.05,23.05,419.13,High,Medium
Delhi,2020,12,150,9971.91,2566.33,25.74,25.74,18.69,High,Medium
Delhi,2021,12,150,10209.22,2804.0,27.47,27.47,2.38,High,Low
Delhi,2022,12,150,1350.57,332.09,24.59,24.59,-86.77,Medium,Medium
Delhi,2023,12,150,4280.39,1108.3,25.89,25.89,216.93,High,Medium
Delhi,2024,12,150,7287.31,2010.82,27.59,27.59,70.25,High,Low
Goa,2017,1,46,1257.43,128.54,10.22,10.22,0.0,Medium,High
Goa,2018,1,46,1164.15,271.13,23.29,23.29,-7.42,Medium,Medium
Goa,2019,1,46,370.34,82.37,22.24,22.24,-68.19,Low,Medium
Goa,2020,1,46,3683.52,953.11,25.87,25.87,894.63,Medium,Medium
Goa,2021,1,46,1525.87,435.06,28.51,28.51,-58.58,Medium,Low
Goa,2022,1,46,1291.56,350.69,27.15,27.15,-15.36,Medium,Low
Goa,2023,1,46,5026.42,1356.46,26.99,26.99,289.17,High,Low
Goa,2024,1,46,5511.7,1428.25,25.91,25.91,9.65,High,Medium
Goa,2017,2,46,625.82,62.26,9.95,9.95,0.0,Low,High
Goa,2018,2,46,885.8,195.08,22.02,22.02,41.54,Medium,Medium
Goa,2019,2,46,739.0,167.44,22.66,22.66,-16.57,Medium,Medium
Goa,2020,2,46,1854.43,496.56,26.78,26.78,150.94,Medium,Low
Goa,2021,2,46,744.48,198.64,26.68,26.68,-59.85,Medium,Low
Goa,2022,2,46,2267.88,572.84,25.26,25.26,204.63,Medium,Medium
Goa,2023,2,46,1288.66,336.45,26.11,26.11,-43.18,Medium,Medium
Goa,2024,2,46,3991.11,1085.29,27.19,27.19,209.71,High,Low
Goa,2017,3,46,726.59,66.1,9.1,9.1,0.0,Medium,High
Goa,2018,3,46,1414.48,306.14,21.64,21.64,94.67,Medium,High
Goa,2019,3,46,738.51,161.69,21.89,21.89,-47.79,Medium,Medium
Goa,2020,3,46,577.73,157.25,27.22,27.22,-21.77,Low,Low
Goa,2021,3,46,1976.14,526.67,26.65,26.65,242.05,Medium,Medium
Goa,2022,3,46,2451.78,691.85,28.22,28.22,24.07,Medium,Low
Goa,2023,3,46,1248.01,314.53,25.2,25.2,-49.1,Medium,Medium
Goa,2024,3,46,1117.7,289.77,25.93,25.93,-10.44,Medium,Medium
Goa,2017,4,46,1136.29,110.6,9.73,9.73,0.0,Medium,High
Goa,2018,4,46,1533.97,321.09,20.93,20.93,35.0,Medium,High
Goa,2019,4,46,1614.36,372.09,23.05,23.05,5.24,Medium,Medium
Goa,2020,4,46,931.82,222.16,23.84,23.84,-42.28,Medium,Medium
Goa,2021,4,46,840.98,197.42,23.47,23.47,-9.75,Medium,Medium
Goa,2022,4,46,4248.01,1098.88,25.87,25.87,405.13,High,Medium
Goa,2023,4,46,2153.52,588.22,27.31,27.31,-49.31,Medium,Low
Goa,2024,4,46,4701.7,1208.02,25.69,25.69,118.33,High,Medium
Goa,2017,5,46,715.99,70.41,9.83,9.83,0.0,Medium,High
Goa,2018,5,46,1551.64,303.26,19.54,19.54,116.71,Medium,High
Goa,2019,5,46,1190.39,232.63,19.54,19.54,-23.28,Medium,High
Goa,2020,5,46,1034.28,294.85,28.51,28.51,-13.11,Medium,Low
Goa,2021,5,46,1325.06,344.03,25.96,25.96,28.11,Medium,Medium
Goa,2022,5,46,173.54,47.65,27.46,27.46,-86.9,Low,Low
Goa,2023,5,46,2339.61,591.41,25.28,25.28,1248.17,Medium,Medium
Goa,2024,5,46,822.52,223.38,27.16,27.16,-64.84,Medium,Low
Goa,2017,6,46,1130.58,104.33,9.23,9.23,0.0,Medium,High
Goa,2018,6,46,1360.62,281.72,20.71,20.71,20.35,Medium,High
Goa,2019,6,46,707.18,143.92,20.35,20.35,-48.03,Low,High
Goa,2020,6,46,2574.31,731.44,28.41,28.41,264.02,Medium,Low
Goa,2021,6,46,3374.02,873.7,25.89,25.89,31.07,Medium,Medium
Goa,2022,6,46,1406.47,384.08,27.31,27.31,-58.31,Medium,Low
Goa,2023,6,46,2142.97,584.02,27.25,27.25,52.37,Medium,Low
Goa,2024,6,46,1431.65,363.35,25.38,25.38,-33.19,Medium,Medium
Goa,2017,7,46,300.55,27.49,9.15,9.15,0.0,Low,High
Goa,2018,7,46,707.37,151.73,21.45,21.45,135.36,Low,High
Goa,2019,7,46,551.89,120.86,21.9,21.9,-21.98,Low,Medium
Goa,2020,7,46,2484.02,584.34,23.52,23.52,350.09,Medium,Medium
Goa,2021,7,46,1534.22,430.84,28.08,28.08,-38.24,Medium,Low
Goa,2022,7,46,2749.87,716.47,26.05,26.05,79.24,Medium,Medium
Goa,2023,7,46,3563.49,947.61,26.59,26.59,29.59,Medium,Medium
Goa,2024,7,46,3950.53,1045.91,26.48,26.48,10.86,Medium,Medium
Goa,2017,8,46,737.99,76.58,10.38,10.38,0.0,Medium,High
Goa,2018,8,46,423.16,94.35,22.3,22.3,-42.66,Low,Medium
Goa,2019,8,46,5054.23,1129.16,22.34,22.34,1094.4,High,Medium
Goa,2020,8,46,714.86,200.68,28.07,28.07,-85.86,Medium,Low
Goa,2021,8,46,1453.38,387.26,26.65,26.65,103.31,Medium,Medium
Goa,2022,8,46,321.17,85.06,26.48,26.48,-77.9,Low,Medium
Goa,2023,8,46,5859.33,1583.08,27.02,27.02,1724.37,High,Low
Goa,2024,8,46,1050.08,292.32,27.84,27.84,-82.08,Medium,Low
Goa,2017,9,46,654.61,61.65,9.42,9.42,0.0,Low,High
Goa,2018,9,46,222.59,47.7,21.43,21.43,-66.0,Low,High
Goa,2019,9,46,2133.63,486.69,22.81,22.81,858.55,Medium,Medium
Goa,2020,9,46,403.56,113.13,28.03,28.03,-81.09,Low,Low
Goa,2021,9,46,1779.54,459.44,25.82,25.82,340.96,Medium,Medium
Goa,2022,9,46,3660.08,963.4,26.32,26.32,105.68,Medium,Medium
Goa,2023,9,46,1559.26,380.51,24.4,24.4,-57.4,Medium,Medium
Goa,2024,9,46,311.5,78.63,25.24,25.24,-80.02,Low,Medium
Goa,2017,10,46,677.64,70.03,10.33,10.33,0.0,Low,High
Goa,2018,10,46,694.95,150.92,21.72,21.72,2.55,Low,Medium
Goa,2019,10,46,1314.69,290.22,22.08,22.08,89.18,Medium,Medium
Goa,2020,10,46,5645.69,1503.31,26.63,26.63,329.43,High,Medium
Goa,2021,10,46,8722.9,2275.8,26.09,26.09,54.51,High,Medium
Goa,2022,10,46,1383.8,333.01,24.07,24.06,-84.14,Medium,Medium
Goa,2023,10,46,688.62,178.69,25.95,25.95,-50.24,Low,Medium
Goa,2024,10,46,3364.03,901.4,26.8,26.8,388.52,Medium,Low
Goa,2017,11,46,1342.41,134.76,10.04,10.04,0.0,Medium,High
Goa,2018,11,46,2173.49,457.36,21.04,21.04,61.91,Medium,High
Goa,2019,11,46,1374.82,303.34,22.06,22.06,-36.75,Medium,Medium
Goa,2020,11,46,1802.86,448.91,24.9,24.9,31.13,Medium,Medium
Goa,2021,11,46,670.46,184.71,27.55,27.55,-62.81,Low,Low
Goa,2022,11,46,2025.37,518.46,25.6,25.6,202.09,Medium,Medium
Goa,2023,11,46,940.6,242.24,25.75,25.75,-53.56,Medium,Medium
Goa,2024,11,46,549.44,146.84,26.73,26.73,-41.59,Low,Low
Goa,2017,12,46,2299.67,224.38,9.76,9.76,0.0,Medium,High
Goa,2018,12,46,501.64,116.99,23.32,23.32,-78.19,Low,Medium
Goa,2019,12,46,837.8,179.77,21.46,21.46,67.01,Medium,High
Goa,2020,12,46,350.88,98.17,27.98,27.98,-58.12,Low,Low
Goa,2021,12,46,2282.7,592.73,25.97,25.97,550.56,Medium,Medium
Goa,2022,12,46,4380.65,1178.24,26.9,26.9,91.91,High,Low
Goa,2023,12,46,1877.84,450.41,23.99,23.99,-57.13,Medium,Medium
Goa,2024,12,46,4214.56,1103.47,26.18,26.18,124.44,High,Medium
Gujarat,2017,1,163,1657.07,173.4,10.46,10.46,0.0,Medium,High
Gujarat,2018,1,163,6546.67,1476.83,22.56,22.56,295.08,High,Medium
Gujarat,2019,1,163,4508.94,943.56,20.93,20.93,-31.13,High,High
Gujarat,2020,1,163,7972.05,2212.24,27.75,27.75,76.81,High,Low
Gujarat,2021,1,163,13460.17,3511.61,26.09,26.09,68.84,High,Medium
Gujarat,2022,1,163,13304.27,3185.62,23.94,23.94,-1.16,High,Medium
Gujarat,2023,1,163,11569.12,2971.49,25.68,25.68,-13.04,High,Medium
Gujarat,2024,1,163,12660.95,3466.47,27.38,27.38,9.44,High,Low
Gujarat,2017,2,163,2441.23,220.9,9.05,9.05,0.0,Medium,High
Gujarat,2018,2,163,7912.99,1628.05,20.57,20.57,224.14,High,High
Gujarat,2019,2,163,1800.65,373.68,20.75,20.75,-77.24,Medium,High
Gujarat,2020,2,163,6078.19,1587.16,26.11,26.11,237.56,High,Medium
Gujarat,2021,2,163,1161.36,317.3,27.32,27.32,-80.89,Medium,Low
Gujarat,2022,2,163,3458.57,924.29,26.72,26.72,197.8,Medium,Low
Gujarat,2023,2,163,18818.35,5121.5,27.22,27.22,444.11,High,Low
Gujarat,2024,2,163,4738.57,1203.43,25.4,25.4,-74.82,High,Medium
Gujarat,2017,3,163,2263.86,213.65,9.44,9.44,0.0,Medium,High
Gujarat,2018,3,163,1526.84,380.9,24.95,24.95,-32.56,Medium,Medium
Gujarat,2019,3,163,7933.11,1757.81,22.16,22.16,419.58,High,Medium
Gujarat,2020,3,163,2966.48,822.87,27.74,27.74,-62.61,Medium,Low
Gujarat,2021,3,163,2916.98,774.63,26.56,26.56,-1.67,Medium,Medium
Gujarat,2022,3,163,15360.63,3864.54,25.16,25.16,426.59,High,Medium
Gujarat,2023,3,163,6015.8,1482.34,24.64,24.64,-60.84,High,Medium
Gujarat,2024,3,163,3153.75,853.32,27.06,27.06,-47.58,Medium,Low
Gujarat,2017,4,163,5270.2,529.51,10.05,10.05,0.0,High,High
Gujarat,2018,4,163,7947.38,1624.56,20.44,20.44,50.8,High,High
Gujarat,2019,4,163,7969.26,1752.28,21.99,21.99,0.28,High,Medium
Gujarat,2020,4,163,4649.67,1315.68,28.3,28.3,-41.65,High,Low
Gujarat,2021,4,163,5441.25,1463.81,26.9,26.9,17.02,High,Low
Gujarat,2022,4,163,4543.07,1334.82,29.38,29.38,-16.51,High,Low
Gujarat,2023,4,163,4400.9,1166.74,26.51,26.51,-3.13,High,Medium
Gujarat,2024,4,163,13363.55,3062.02,22.91,22.91,203.65,High,Medium
Gujarat,2017,5,163,727.56,71.18,9.78,9.78,0.0,Medium,High
Gujarat,2018,5,163,2329.99,496.21,21.3,21.3,220.25,Medium,High
Gujarat,2019,5,163,2522.91,602.37,23.88,23.88,8.28,Medium,Medium
Gujarat,2020,5,163,7797.27,2093.33,26.85,26.85,209.06,High,Low
Gujarat,2021,5,163,5191.28,1422.84,27.41,27.41,-33.42,High,Low
Gujarat,2022,5,163,4330.45,1078.64,24.91,24.91,-16.58,High,Medium
Gujarat,2023,5,163,3866.72,978.69,25.31,25.31,-10.71,Medium,Medium
Gujarat,2024,5,163,12716.23,3394.07,26.69,26.69,228.86,High,Low
Gujarat,2017,6,163,3935.19,378.0,9.61,9.61,0.0,Medium,High
Gujarat,2018,6,163,1226.92,243.48,19.84,19.84,-68.82,Medium,High
Gujarat,2019,6,163,6133.21,1320.59,21.53,21.53,399.89,High,High
Gujarat,2020,6,163,8073.34,2025.24,25.09,25.09,31.63,High,Medium
Gujarat,2021,6,163,21941.0,5779.78,26.34,26.34,171.77,High,Medium
Gujarat,2022,6,163,13925.08,3948.26,28.35,28.35,-36.53,High,Low
Gujarat,2023,6,163,7963.03,2028.77,25.48,25.48,-42.82,High,Medium
Gujarat,2024,6,163,18136.19,4488.02,24.75,24.75,127.75,High,Medium
Gujarat,2017,7,163,6098.9,608.54,9.98,9.98,0.0,High,High
Gujarat,2018,7,163,1554.82,345.44,22.22,22.22,-74.51,Medium,Medium
Gujarat,2019,7,163,9026.01,1969.43,21.82,21.82,480.52,High,Medium
Gujarat,2020,7,163,2531.72,658.21,26.0,26.0,-71.95,Medium,Medium
Gujarat,2021,7,163,18921.69,4820.55,25.48,25.48,647.38,High,Medium
Gujarat,2022,7,163,21594.54,5678.32,26.3,26.3,14.13,High,Medium
Gujarat,2023,7,163,4431.76,1137.93,25.68,25.68,-79.48,High,Medium
Gujarat,2024,7,163,4147.53,1184.84,28.57,28.57,-6.41,High,Low
Gujarat,2017,8,163,3349.09,301.15,8.99,8.99,0.0,Medium,High
Gujarat,2018,8,163,3490.67,760.9,21.8,21.8,4.23,Medium,Medium
Gujarat,2019,8,163,3301.67,734.63,22.25,22.25,-5.41,Medium,Medium
Gujarat,2020,8,163,5847.81,1692.04,28.93,28.93,77.12,High,Low
Gujarat,2021,8,163,8243.19,2151.31,26.1,26.1,40.96,High,Medium
Gujarat,2022,8,163,926.28,240.66,25.98,25.98,-88.76,Medium,Medium
Gujarat,2023,8,163,2214.08,573.04,25.88,25.88,139.03,Medium,Medium
Gujarat,2024,8,163,5742.18,1607.23,27.99,27.99,159.35,High,Low
Gujarat,2017,9,163,5299.65,518.0,9.77,9.77,0.0,High,High
Gujarat,2018,9,163,1072.43,240.89,22.46,22.46,-79.76,Medium,Medium
Gujarat,2019,9,163,4338.73,955.6,22.02,22.02,304.57,High,Medium
Gujarat,2020,9,163,3011.94,800.12,26.56,26.56,-30.58,Medium,Medium
Gujarat,2021,9,163,1488.8,423.02,28.41,28.41,-50.57,Medium,Low
Gujarat,2022,9,163,5781.92,1462.7,25.3,25.3,288.36,High,Medium
Gujarat,2023,9,163,3989.14,1013.67,25.41,25.41,-31.01,Medium,Medium
Gujarat,2024,9,163,13709.17,3779.8,27.57,27.57,243.66,High,Low
Gujarat,2017,10,163,3035.13,311.06,10.25,10.25,0.0,Medium,High
Gujarat,2018,10,163,1770.89,349.81,19.75,19.75,-41.65,Medium,High
Gujarat,2019,10,163,4305.56,1043.49,24.24,24.24,143.13,High,Medium
Gujarat,2020,10,163,5682.1,1263.24,22.23,22.23,31.97,High,Medium
Gujarat,2021,10,163,7784.23,2099.2,26.97,26.97,37.0,High,Low
Gujarat,2022,10,163,4117.29,1235.68,30.01,30.01,-47.11,High,Low
Gujarat,2023,10,163,8128.7,2099.95,25.83,25.83,97.43,High,Medium
Gujarat,2024,10,163,4693.15,1360.62,28.99,28.99,-42.26,High,Low
Gujarat,2017,11,163,5154.02,513.98,9.97,9.97,0.0,High,High
Gujarat,2018,11,163,2995.48,684.13,22.84,22.84,-41.88,Medium,Medium
Gujarat,2019,11,163,2668.02,570.73,21.39,21.39,-10.93,Medium,High
Gujarat,2020,11,163,3637.94,898.79,24.71,24.71,36.35,Medium,Medium
Gujarat,2021,11,163,2433.5,624.9,25.68,25.68,-33.11,Medium,Medium
Gujarat,2022,11,163,5354.25,1449.99,27.08,27.08,120.02,High,Low
Gujarat,2023,11,163,10162.97,2802.56,27.58,27.58,89.81,High,Low
Gujarat,2024,11,163,10916.25,2801.58,25.66,25.66,7.41,High,Medium
Gujarat,2017,12,163,1892.21,190.01,10.04,10.04,0.0,Medium,High
Gujarat,2018,12,163,6392.75,1327.22,20.76,20.76,237.85,High,High
Gujarat,2019,12,163,4408.82,981.07,22.25,22.25,-31.03,High,Medium
Gujarat,2020,12,163,19913.48,5197.14,26.1,26.1,351.67,High,Medium
Gujarat,2021,12,163,3961.09,1083.36,27.35,27.35,-80.11,Medium,Low
Gujarat,2022,12,163,710.37,190.47,26.81,26.81,-82.07,Medium,Low
Gujarat,2023,12,163,20095.93,5389.48,26.82,26.82,2728.94,High,Low
Gujarat,2024,12,163,5928.77,1736.93,29.3,29.3,-70.5,High,Low
Haryana,2017,1,112,4402.27,441.92,10.04,10.04,0.0,High,High
Haryana,2018,1,112,5861.51,1239.06,21.14,21.14,33.15,High,High
Haryana,2019,1,112,2499.33,582.91,23.32,23.32,-57.36,Medium,Medium
Haryana,2020,1,112,1240.22,350.41,28.25,28.25,-50.38,Medium,Low
Haryana,2021,1,112,3672.29,985.08,26.82,26.82,196.1,Medium,Low
Haryana,2022,1,112,715.23,194.11,27.14,27.14,-80.52,Medium,Low
Haryana,2023,1,112,3987.75,966.49,24.24,24.24,457.55,Medium,Medium
Haryana,2024,1,112,1045.05,251.11,24.03,24.03,-73.79,Medium,Medium
Haryana,2017,2,112,1907.98,188.33,9.87,9.87,0.0,Medium,High
Haryana,2018,2,112,3355.85,759.97,22.65,22.65,75.88,Medium,Medium
Haryana,2019,2,112,7654.32,1659.03,21.67,21.67,128.09,High,High
Haryana,2020,2,112,2737.06,734.65,26.84,26.84,-64.24,Medium,Low
Haryana,2021,2,112,5384.3,1434.58,26.64,26.64,96.72,High,Medium
Haryana,2022,2,112,13215.73,3444.97,26.07,26.07,145.45,High,Medium
Haryana,2023,2,112,9281.46,2341.5,25.23,25.23,-29.77,High,Medium
Haryana,2024,2,112,647.35,165.15,25.51,25.51,-93.03,Low,Medium
Haryana,2017,3,112,4985.39,493.65,9.9,9.9,0.0,High,High
Haryana,2018,3,112,933.29,185.46,19.87,19.87,-81.28,Medium,High
Haryana,2019,3,112,4042.79,910.2,22.51,22.51,333.18,High,Medium
Haryana,2020,3,112,3514.74,844.67,24.03,24.03,-13.06,Medium,Medium
Haryana,2021,3,112,8080.97,2105.68,26.06,26.06,129.92,High,Medium
Haryana,2022,3,112,5117.21,1455.32,28.44,28.44,-36.68,High,Low
Haryana,2023,3,112,2298.97,566.73,24.65,24.65,-55.07,Medium,Medium
Haryana,2024,3,112,3508.22,885.32,25.24,25.24,52.6,Medium,Medium
Haryana,2017,4,112,840.29,87.34,10.39,10.39,0.0,Medium,High
Haryana,2018,4,112,2308.54,456.05,19.75,19.75,174.73,Medium,High
Haryana,2019,4,112,4865.47,1136.81,23.36,23.36,110.76,High,Medium
Haryana,2020,4,112,2433.44,612.37,25.16,25.16,-49.99,Medium,Medium
Haryana,2021,4,112,6025.04,1525.45,25.32,25.32,147.59,High,Medium
Haryana,2022,4,112,5329.7,1427.66,26.79,26.79,-11.54,High,Low
Haryana,2023,4,112,1091.95,298.74,27.36,27.36,-79.51,Medium,Low
Haryana,2024,4,112,6548.73,1777.58,27.14,27.14,499.73,High,Low
Haryana,2017,5,112,1483.71,150.31,10.13,10.13,0.0,Medium,High
Haryana,2018,5,112,2788.44,574.94,20.62,20.62,87.94,Medium,High
Haryana,2019,5,112,159.97,32.85,20.53,20.54,-94.26,Low,High
Haryana,2020,5,112,854.03,225.51,26.41,26.41,433.87,Medium,Medium
Haryana,2021,5,112,2160.43,598.28,27.69,27.69,152.97,Medium,Low
Haryana,2022,5,112,5665.42,1321.4,23.32,23.32,162.24,High,Medium
Haryana,2023,5,112,6161.8,1486.04,24.12,24.12,8.76,High,Medium
Haryana,2024,5,112,5616.74,1394.25,24.82,24.82,-8.85,High,Medium
Haryana,2017,6,112,886.43,87.88,9.91,9.91,0.0,Medium,High
Haryana,2018,6,112,1924.09,429.86,22.34,22.34,117.06,Medium,Medium
